dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,132327.0,211940.0,252375.0,303371.0,376620.0,467017.0,603372.0,704165.0,723292.0,788499.0,822344.0,881688.0,931859.0,994582.0,1013449.0,1061316.48,1101856.0
