dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2584.0,7604.0,3191.0,3811.0,4144.0,5758.0,5918.0,6593.0,7027.0,9392.0,9440.0,9256.0,11111.0,12426.0,11886.0,10294.5,11950.0
