dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,64781.0,50429.0,54343.0,59775.0,71702.0,75478.0,79533.0,101138.0,116316.0,123582.0,123480.0,121061.0,131468.0
